"","irr_256","irr_284","irr_304","irr_1175","irr_1216","irr_1335","irr_1405","MgII_EXIS","MgII_standard","time.x","xrsa_flux","xrsa_flux_observed","xrsa_flux_electrons","xrsb_flux","xrsb_flux_observed","xrsb_flux_electrons","xrsa_flag","xrsb_flag","xrsa_num","month.y","day.y","hour.y","minute.y","year.y","binary"
"1",6.8323556e-05,1.477481e-05,0.00044560732,8.8950444e-05,0.00644838,0.00018550493,0.00012237404,0.28987437,0.26355132,13239,4.726185e-09,1.3355913e-08,8.629727e-09,1.0393437e-08,3.2009726e-08,2.1616287e-08,4,4,60,1,10,4,39,2018,1
"2",6.7953464e-05,1.5319623e-05,0.00044475833,8.834383e-05,0.0065354463,0.00018564553,0.00012283403,0.2900431,0.26359725,20753,4.620746e-09,2.1984354e-08,1.736361e-08,9.948617e-09,5.2909872e-08,4.2961254e-08,4,4,60,1,15,9,53,2018,1
"3",6.84295e-05,1.657568e-05,0.00045077442,8.882879e-05,0.006602281,0.00018690845,0.0001232969,0.29104573,0.26387027,22596,1e-09,2.5994787e-08,2.6647271e-08,5.8963103e-08,9.743166e-08,3.846856e-08,4,0,60,1,16,16,36,2018,1
"4",6.673166e-05,1.4834108e-05,0.0004407757,8.7567234e-05,0.0064974166,0.00018493272,0.00012202487,0.28970885,0.26350623,27364,6.5826224e-09,8.236647e-09,1.6540245e-09,1.7112932e-08,2.2081656e-08,4.968724e-09,0,0,60,1,20,0,4,2018,1
"5",6.660225e-05,1.443572e-05,0.00043984654,8.7664695e-05,0.006478101,0.00018369537,0.00012129437,0.28975987,0.26352012,27896,5.089362e-09,6.7617427e-09,1.672381e-09,1.0010542e-08,1.5358333e-08,5.3477915e-09,0,0,60,1,20,8,56,2018,1
"6",6.262472e-05,1.0653988e-05,0.00042617437,8.681487e-05,0.006317109,0.00018048263,0.000119551914,0.2871315,0.26280442,38167,1.0637352e-08,3.0380047e-08,1.9742696e-08,3.7768553e-09,3.610874e-08,3.2331887e-08,4,4,60,1,27,12,7,2018,1
"7",6.1327475e-05,1.0239024e-05,0.0004224368,8.6264e-05,0.0062759137,0.00017862536,0.00011930478,0.286252,0.26256493,39519,5.5351568e-09,1.7431121e-08,1.1895965e-08,5.79104e-09,2.7991529e-08,2.2200489e-08,4,4,60,1,28,10,39,2018,1
"8",6.2554216e-05,1.0308566e-05,0.0004270745,8.637835e-05,0.006363387,0.00018191308,0.0001201234,0.28829002,0.26311988,45192,4.109773e-09,1.0080383e-08,5.9706102e-09,3.0002343e-09,2.4795387e-08,2.1795152e-08,4,4,60,2,1,9,12,2018,1
"9",6.564363e-05,1.4086471e-05,0.00042887416,8.684979e-05,0.006335905,0.000181401,0.00012060168,0.2878005,0.2629866,49533,8.028278e-09,1.170837e-08,3.6800927e-09,3.963752e-08,4.844685e-08,8.809332e-09,0,0,60,2,4,9,33,2018,1
"10",6.7865534e-05,1.6739727e-05,0.0004386017,8.679181e-05,0.0064688623,0.00018426162,0.00012085545,0.2911076,0.2638871,63493,8.319052e-09,9.127486e-09,8.084339e-10,5.1317567e-08,5.4716264e-08,3.398698e-09,0,0,60,2,14,2,13,2018,1
"11",6.63504e-05,1.3957655e-05,0.00043000976,8.643525e-05,0.0062855366,0.00017948705,0.000118812706,0.28714222,0.26280737,69665,1e-09,2.4877165e-08,2.4141581e-08,4.442173e-08,8.935992e-08,4.4938197e-08,4,4,60,2,18,9,5,2018,1
"12",6.213183e-05,1.0401613e-05,0.00042291975,8.661107e-05,0.006258346,0.00017930736,0.00011887272,0.28692988,0.2627495,73044,1e-09,6.6363555e-08,8.301597e-08,1e-09,7.875951e-08,8.403283e-08,4,4,60,2,20,17,24,2018,1
"13",6.0516883e-05,9.275791e-06,0.00041560913,8.536795e-05,0.0061915554,0.00017683732,0.00011720401,0.28600246,0.26249695,76968,1e-09,1.2621133e-08,1.8396022e-08,1e-09,5.1922854e-08,5.419325e-08,4,4,60,2,23,10,48,2018,1
"14",6.0302707e-05,9.120119e-06,0.00041371482,8.467739e-05,0.006180779,0.00017634322,0.00011778534,0.28626,0.2625671,77133,1e-09,2.3942896e-08,2.3827551e-08,2.4809241e-09,6.8893016e-08,6.641209e-08,4,4,60,2,23,13,33,2018,1
"15",5.9573e-05,9.5078e-06,0.00042208956,8.54211e-05,0.006281554,0.00018099717,0.0001186854,0.28806922,0.26305977,81387,4.8874953e-09,3.5691418e-08,3.0803925e-08,2.1240574e-08,5.855918e-08,3.7318607e-08,4,4,60,2,26,12,27,2018,1
"16",5.9533984e-05,9.394567e-06,0.0004218175,8.570276e-05,0.0062814485,0.0001808269,0.00011905028,0.28785706,0.26300198,81405,6.8684147e-09,3.8446455e-08,3.157804e-08,1.9816708e-08,5.8624764e-08,3.8808057e-08,4,4,60,2,26,12,45,2018,1
"17",6.0007995e-05,9.495809e-06,0.0004196091,8.443341e-05,0.005992966,0.0001792231,0.00011796245,0.2873628,0.2628674,82420,1e-09,7.638801e-09,9.61365e-09,5.727573e-09,4.009922e-08,3.437165e-08,4,4,60,2,27,5,40,2018,1
"18",5.988776e-05,9.577683e-06,0.00041813342,8.353599e-05,0.00611943,0.00017878143,0.00011788319,0.28777605,0.26297992,83898,2.0553999e-09,1.8634212e-08,1.6578811e-08,3.4501575e-08,7.144864e-08,3.6947064e-08,4,4,60,2,28,6,18,2018,1
"19",6.0092912e-05,9.855328e-06,0.00042003204,8.4816915e-05,0.006253293,0.0001789477,0.00011847184,0.28751493,0.26290882,84234,3.7521866e-09,2.6445464e-08,2.2693278e-08,7.2115127e-09,5.6347506e-08,4.9135995e-08,4,4,60,2,28,11,54,2018,1
"20",6.0086088e-05,9.841147e-06,0.00041887234,8.470532e-05,0.006244272,0.0001788412,0.00011833271,0.28761792,0.2629369,84295,3.4321082e-09,4.0143824e-08,3.6711715e-08,3.358005e-09,6.3846485e-08,6.048848e-08,4,4,59,2,28,12,55,2018,1
"21",6.245164e-05,1.2264182e-05,0.00041680696,8.492372e-05,0.00621587,0.00017870124,0.00011816695,0.28711957,0.26280117,90503,4.520007e-09,8.240185e-09,3.7201786e-09,9.122228e-09,1.6817054e-08,7.694826e-09,0,0,60,3,4,20,23,2018,1
"22",6.230544e-05,1.06804355e-05,0.00041950285,8.493112e-05,0.0061937454,0.00017657643,0.00011692417,0.28671855,0.26269197,106464,8.057577e-09,2.3218314e-08,1.5160738e-08,1e-09,3.3080674e-08,3.2453556e-08,4,4,60,3,15,22,24,2018,1
"23",6.172148e-05,1.0498351e-05,0.00041740257,8.216679e-05,0.0061215274,0.00017390435,0.00011518929,0.28665262,0.26267403,106994,4.510835e-09,7.6735684e-09,3.1627339e-09,3.842532e-09,1.2882563e-08,9.04003e-09,0,4,60,3,16,7,14,2018,1
"24",6.1616855e-05,1.0379908e-05,0.00041417478,8.379533e-05,0.0061317645,0.00017549071,0.000116915544,0.28573078,0.26242298,107716,2.3429187e-09,6.2387535e-08,6.004462e-08,3.3720873e-09,9.728536e-08,9.391327e-08,4,4,60,3,16,19,16,2018,1
"25",6.1852705e-05,1.019602e-05,0.0004198308,8.5426174e-05,0.0061960407,0.00017705101,0.000116760064,0.2868618,0.262731,110702,8.109042e-09,1.8685403e-08,1.0576361e-08,5.9163088e-09,2.4045114e-08,1.8128805e-08,4,4,59,3,18,21,2,2018,1
"26",6.207562e-05,1.0252373e-05,0.0004194204,8.538429e-05,0.006193644,0.0001775508,0.00011684351,0.28730315,0.26285118,110811,5.3202647e-09,2.715847e-08,2.1838204e-08,1e-09,5.181194e-08,6.461125e-08,4,4,60,3,18,22,51,2018,1
"27",6.151825e-05,9.939682e-06,0.0004160786,8.253993e-05,0.00609067,0.00017511094,0.00011567406,0.28699595,0.26276752,111286,1e-09,3.898734e-08,4.233505e-08,1e-09,8.5626596e-08,9.215023e-08,4,4,60,3,19,6,46,2018,1
"28",5.7753772e-05,8.36926e-06,0.00040730534,8.358773e-05,0.006103608,0.00017470111,0.00011500103,0.2861867,0.26254714,119090,1.5787196e-08,4.3223444e-08,2.743625e-08,1.48691655e-08,5.491653e-08,4.0047368e-08,4,4,59,3,24,16,50,2018,1
"29",5.8551468e-05,8.41335e-06,0.00041106867,8.337326e-05,0.0061410572,0.00017517467,0.00011541939,0.2867397,0.26269776,120475,1.3469584e-08,5.9203476e-08,4.5733895e-08,7.4045263e-09,7.172738e-08,6.4322855e-08,4,4,60,3,25,15,55,2018,1
"30",5.8449852e-05,9.297339e-06,0.00040730418,8.419841e-05,0.006086261,0.00017439858,0.00011634145,0.2859017,0.26246953,123612,1.6316955e-08,1.5331926e-07,1.3700232e-07,2.87401e-08,1.4397743e-07,1.1523733e-07,4,4,60,3,27,20,12,2018,1
"31",6.1485276e-05,9.685822e-06,0.0004204536,8.40082e-05,0.00616551,0.00017577872,0.00011604264,0.28815985,0.26308447,144121,1e-09,1.6710123e-08,1.8752209e-08,9.771837e-09,7.015039e-08,6.0378554e-08,4,4,60,4,11,2,1,2018,1
"32",6.115187e-05,9.848969e-06,0.0004193016,8.505077e-05,0.00594002,0.00017499758,0.000115957606,0.28776386,0.26297662,144339,4.163146e-09,2.3383437e-08,1.9220291e-08,1e-09,4.023278e-08,4.1599698e-08,4,4,60,4,11,5,39,2018,1
"33",6.0855244e-05,9.797161e-06,0.0004185729,8.34454e-05,0.0061425427,0.00017475494,0.00011581076,0.2875985,0.2629316,144557,1e-09,3.2843435e-08,4.0478785e-08,1e-09,9.985208e-08,1.0357204e-07,4,4,60,4,11,9,17,2018,1
"34",6.0913444e-05,9.840033e-06,0.0004182043,8.306781e-05,0.0061473893,0.00017495385,0.00011668736,0.28783697,0.26299652,144592,1e-09,4.300862e-08,4.7920974e-08,1e-09,1.0005416e-07,1.0370622e-07,4,4,60,4,11,9,52,2018,1
"35",6.104509e-05,9.742675e-06,0.00041627052,8.487858e-05,0.006123065,0.00017441914,0.00011588704,0.28670022,0.26268697,145310,6.5487913e-09,8.349285e-08,7.694406e-08,1.05618865e-08,1.0362052e-07,9.305864e-08,4,4,60,4,11,21,50,2018,1
"36",6.106823e-05,9.798838e-06,0.00041721822,8.4153275e-05,0.006124282,0.00017496146,0.000116064184,0.28701013,0.26277137,145443,1e-09,5.9227013e-08,6.06956e-08,1.6960748e-09,7.080472e-08,6.910864e-08,4,4,60,4,12,0,3,2018,1
"37",6.152041e-05,1.0147015e-05,0.00041947665,8.278222e-05,0.0059717586,0.00017506428,0.000116061834,0.28798914,0.26303798,148665,1.8281876e-09,2.3394547e-08,2.156636e-08,7.0944055e-09,4.737613e-08,4.0281726e-08,4,4,60,4,14,5,45,2018,1
"38",6.1466926e-05,1.06067e-05,0.00042068612,8.368588e-05,0.0061565163,0.00017558098,0.00011622949,0.2880169,0.26304552,149744,3.1923548e-09,9.818944e-09,6.626589e-09,1.1322375e-08,2.1190818e-08,9.868444e-09,4,0,60,4,14,23,44,2018,1
"39",6.257779e-05,1.2465848e-05,0.00040748317,8.282248e-05,0.006074371,0.0001733705,0.00011585152,0.28848776,0.26317376,157681,6.291628e-09,1.6932095e-08,1.0640467e-08,8.527261e-08,1.2374036e-07,3.846775e-08,4,0,60,4,20,12,1,2018,1
"40",6.2459716e-05,1.2734507e-05,0.00040734408,8.243669e-05,0.006078763,0.00017350022,0.00011558037,0.28866956,0.26322323,157811,7.955727e-09,1.4210908e-08,6.2551813e-09,9.2147516e-08,1.14070446e-07,2.192293e-08,0,0,60,4,20,14,11,2018,1
"41",6.509022e-05,1.3899719e-05,0.00041460426,8.413906e-05,0.006156844,0.00017671144,0.00011727373,0.29033226,0.263676,159535,8.479573e-09,1.1165123e-07,1.0317166e-07,2.3998948e-07,3.416623e-07,1.0167282e-07,4,0,59,4,21,18,55,2018,1
"42",6.4761276e-05,1.3338468e-05,0.00041126466,8.392616e-05,0.0061320085,0.00017599924,0.00011719259,0.29008704,0.26360923,159650,7.7706055e-09,1.0346916e-07,9.569855e-08,1.0337897e-07,2.0895368e-07,1.05574706e-07,4,4,60,4,21,20,50,2018,1
"43",6.427039e-05,1.3767409e-05,0.0004101216,8.31133e-05,0.0061161956,0.00017514887,0.00011604801,0.29038405,0.2636901,159913,1.9987498e-09,6.549778e-08,6.349903e-08,6.314481e-08,1.5247865e-07,8.9333845e-08,4,4,60,4,22,1,13,2018,1
"44",6.3018844e-05,1.3194796e-05,0.00041444664,8.378592e-05,0.006164033,0.00017627113,0.00011667125,0.2914246,0.26397344,163692,1.8373191e-08,7.46324e-08,5.625921e-08,7.3562106e-08,1.3359643e-07,6.003432e-08,4,0,60,4,24,16,12,2018,1
"45",6.25399e-05,1.3305624e-05,0.00041310897,8.335635e-05,0.0061471346,0.00017637016,0.00011738863,0.29101133,0.2638609,163776,2.131949e-08,7.222587e-08,5.0906383e-08,7.417262e-08,1.3226989e-07,5.8097267e-08,4,0,60,4,24,17,36,2018,1
"46",6.1988496e-05,1.1993519e-05,0.0004094745,8.273347e-05,0.0060828733,0.00017415387,0.000114935574,0.2883436,0.26313448,181150,1.933917e-08,9.214966e-08,7.281049e-08,3.3444923e-08,1.336597e-07,1.0021477e-07,4,4,60,5,6,19,10,2018,1
"47",6.239976e-05,1.2606162e-05,0.00040767333,8.196113e-05,0.0059128897,0.00017331552,0.000115131494,0.2884555,0.26316494,181754,1e-09,2.671715e-08,4.8888065e-08,1.2925708e-08,1.3973428e-07,1.2680859e-07,4,4,60,5,7,5,14,2018,1
"48",6.303532e-05,1.29920745e-05,0.0004107527,8.3037e-05,0.0060752407,0.0001742132,0.0001157411,0.2885998,0.26320425,182846,1e-09,4.5466347e-08,5.1752583e-08,1.5832732e-08,7.914983e-08,6.3317096e-08,4,4,60,5,7,23,26,2018,1
"49",6.359196e-05,1.3117537e-05,0.00040937582,8.224e-05,0.0060622557,0.00017356481,0.00011469536,0.28912705,0.2633478,183446,1e-09,1.4811652e-08,1.3883918e-08,1.5818523e-08,3.9750475e-08,2.393195e-08,4,4,60,5,8,9,26,2018,1
"50",6.420696e-05,1.4034058e-05,0.0004118388,8.3204766e-05,0.0060936697,0.00017430366,0.00011557306,0.28924045,0.26337868,184183,6.9596156e-09,8.099321e-08,7.40336e-08,2.9606433e-08,1.4582216e-07,1.16215716e-07,4,4,60,5,8,21,43,2018,1
"51",6.4086475e-05,1.35771825e-05,0.00040872185,8.20681e-05,0.0060710656,0.00017348138,0.0001151158,0.28895015,0.26329964,184325,1e-09,4.9449767e-08,5.1961585e-08,1.1951774e-08,9.645338e-08,8.45016e-08,4,4,60,5,9,0,5,2018,1
"52",6.378229e-05,1.3255649e-05,0.0004091436,8.2049904e-05,0.0060655605,0.00017377123,0.00011580633,0.28928077,0.26338968,184401,1e-09,3.4900278e-08,3.43776e-08,1.3605891e-08,8.187138e-08,6.826549e-08,4,4,60,5,9,1,21,2018,1
"53",6.388749e-05,1.3358798e-05,0.00041192878,8.252617e-05,0.006015448,0.00017404385,0.00011518525,0.28967488,0.263497,184679,5.587918e-09,5.880541e-08,5.321749e-08,1.257479e-08,1.0076952e-07,8.819473e-08,4,4,60,5,9,5,59,2018,1
"54",6.398428e-05,1.3367737e-05,0.00041128552,8.2419305e-05,0.006023488,0.00017444132,0.00011513062,0.28940344,0.2634231,184694,1e-09,6.134997e-08,6.0966755e-08,2.4641682e-09,9.872833e-08,9.626416e-08,4,4,60,5,9,6,14,2018,1
"55",6.3974585e-05,1.3581483e-05,0.00041288906,8.2963576e-05,0.006099005,0.00017435782,0.00011559029,0.29001635,0.26358998,184860,1e-09,9.014363e-08,9.114264e-08,1.7210999e-08,1.3829529e-07,1.2108428e-07,4,4,59,5,9,9,0,2018,1
"56",6.406217e-05,1.3319918e-05,0.00041370426,8.348371e-05,0.0061242743,0.00017512492,0.00011579228,0.29006058,0.26360202,185271,6.22292e-08,1.828053e-07,1.2057609e-07,6.744391e-08,1.8185806e-07,1.1441415e-07,4,4,60,5,9,15,51,2018,1
"57",6.3964624e-05,1.3401438e-05,0.00041406232,8.3176245e-05,0.0061269035,0.0001747628,0.000116147006,0.29013002,0.26362094,185288,3.8151494e-08,1.6198514e-07,1.2383364e-07,5.3205625e-08,1.6248303e-07,1.0927741e-07,4,4,59,5,9,16,8,2018,1
"58",6.412609e-05,1.3409079e-05,0.00041339258,8.3543855e-05,0.006109207,0.00017364358,0.00011524748,0.28952312,0.2634557,185535,2.120103e-08,1.2425285e-07,1.03051825e-07,4.739624e-08,1.6093037e-07,1.13534135e-07,4,4,60,5,9,20,15,2018,1
"59",6.431836e-05,1.3732733e-05,0.0004156833,8.3313345e-05,0.0060047302,0.00017449152,0.00011570217,0.29020843,0.26364228,186042,1.6363613e-08,4.3912074e-08,2.7548461e-08,3.4605144e-08,8.476022e-08,5.015507e-08,4,4,60,5,10,4,42,2018,1
"60",6.448673e-05,1.3160119e-05,0.00041643507,8.28746e-05,0.0061392663,0.0001751729,0.00011554054,0.29035258,0.26368153,186814,2.2077794e-08,1.244114e-07,1.0233361e-07,5.2538113e-08,1.9946702e-07,1.4692891e-07,4,4,60,5,10,17,34,2018,1
"61",6.500483e-05,1.3169301e-05,0.00041774046,8.34677e-05,0.006163443,0.00017586052,0.0001159788,0.29059583,0.26374775,187012,1.4232738e-08,1.0643183e-07,9.2199095e-08,4.07557e-08,1.519434e-07,1.11187695e-07,4,4,60,5,10,20,52,2018,1
"62",6.480291e-05,1.2713338e-05,0.0004188249,8.331197e-05,0.006172416,0.00017537641,0.00011592435,0.29089305,0.2638287,188054,2.7015709e-08,7.4492334e-08,4.7476625e-08,4.0364867e-08,1.1175429e-07,7.138942e-08,4,4,60,5,11,14,14,2018,1
"63",6.4992884e-05,1.2676727e-05,0.00041794495,8.2186714e-05,0.0061678393,0.00017557945,0.00011515506,0.29109165,0.2638828,188074,3.801246e-08,9.463429e-08,5.6621833e-08,4.2041517e-08,1.2040664e-07,7.8365126e-08,4,4,60,5,11,14,34,2018,1
"64",6.447287e-05,1.2379879e-05,0.00041808296,8.2311904e-05,0.0060795303,0.00017447048,0.0001141917,0.2901402,0.2636237,188857,4.9812354e-09,5.0085447e-09,2.7309545e-11,1.7602968e-08,1.7672452e-08,6.948412e-11,0,0,60,5,12,3,37,2018,1
"65",6.379654e-05,1.1925049e-05,0.00041610922,8.2625396e-05,0.006127538,0.00017396203,0.00011441539,0.2897391,0.26351446,189916,4.002522e-09,4.3835517e-08,3.9832994e-08,1.5538461e-08,7.716864e-08,6.163018e-08,4,4,60,5,12,21,16,2018,1
"66",6.415087e-05,1.2275511e-05,0.00041667625,8.2094164e-05,0.0061226347,0.00017425828,0.000114452676,0.29036975,0.2636862,190662,1.7966009e-09,2.7050458e-08,2.5253856e-08,5.292584e-09,4.022944e-08,3.4936857e-08,4,4,60,5,13,9,42,2018,1
"67",6.525006e-05,1.2878292e-05,0.00041831614,8.176005e-05,0.006155203,0.00017498678,0.00011492787,0.29061657,0.2637534,191193,1.0767194e-08,4.9645106e-08,3.887791e-08,2.0880183e-08,7.187194e-08,5.0991755e-08,4,4,60,5,13,18,33,2018,1
"68",6.527579e-05,1.3111735e-05,0.0004155842,8.252219e-05,0.00611005,0.00017456562,0.00011470579,0.28922877,0.26337552,192703,1.1324867e-08,6.1010184e-08,4.968532e-08,2.5643395e-08,7.9062e-08,5.34186e-08,4,4,60,5,14,19,43,2018,1
"69",6.5785076e-05,1.3477965e-05,0.00041215692,8.178585e-05,0.0059966384,0.0001727705,0.00011411215,0.28886914,0.2632776,193333,1.195966e-08,3.2998233e-08,2.1038574e-08,1.6892564e-08,4.4969628e-08,2.8077066e-08,4,4,60,5,15,6,13,2018,1
"70",6.732599e-05,1.7837596e-05,0.0004114336,8.183546e-05,0.00609516,0.00017471348,0.0001145311,0.2928345,0.2643574,210775,5.079035e-09,7.610838e-09,2.5318032e-09,5.9476356e-08,6.593916e-08,6.462803e-09,0,0,60,5,27,8,55,2018,1
"71",6.9332295e-05,1.8410876e-05,0.0004184916,8.293937e-05,0.0061390814,0.00017598327,0.000115532835,0.2930677,0.26442087,218199,6.393889e-09,3.2324962e-08,2.5931072e-08,1.4447296e-07,2.0505625e-07,6.05833e-08,4,0,60,6,1,12,39,2018,1
"72",6.937371e-05,1.7848623e-05,0.00041591877,8.2585204e-05,0.00612644,0.00017620629,0.000115879724,0.2929236,0.26438165,218394,2.2752404e-08,7.7702055e-08,5.4949652e-08,1.2188141e-07,2.1733112e-07,9.5449714e-08,4,0,60,6,1,15,54,2018,1
"73",6.956974e-05,1.8097595e-05,0.00041840994,8.331036e-05,0.0061457837,0.0001770104,0.00011649402,0.29314083,0.26444077,218440,8.731652e-09,7.419732e-08,6.546567e-08,1.2130874e-07,2.4113868e-07,1.1982993e-07,4,0,60,6,1,16,40,2018,1
"74",6.930937e-05,1.7849467e-05,0.00041816174,8.291238e-05,0.006130853,0.00017673458,0.000115987634,0.29269123,0.26431835,218835,1e-09,6.4598446e-08,6.50196e-08,9.31726e-08,1.8207969e-07,8.8907086e-08,4,0,60,6,1,23,15,2018,1
"75",6.941994e-05,1.8070372e-05,0.00041709567,8.24086e-05,0.006112151,0.00017635603,0.00011583044,0.29325557,0.264472,219374,1.9299982e-08,6.084705e-08,4.1547064e-08,3.4127495e-07,4.1062293e-07,6.934796e-08,4,0,60,6,2,8,14,2018,1
"76",6.957546e-05,1.7901128e-05,0.0004141495,8.3513696e-05,0.006108816,0.00017572983,0.000115332885,0.29296905,0.26439402,219535,1e-09,5.8819595e-08,6.21085e-08,7.57329e-08,1.5364017e-07,7.790728e-08,4,4,60,6,2,10,55,2018,1
"77",6.9428635e-05,1.7810396e-05,0.00041372582,8.253277e-05,0.0061051324,0.0001756234,0.00011561576,0.29292607,0.2643823,219585,1e-09,8.232802e-08,8.2499646e-08,8.5805446e-08,1.7207746e-07,8.627201e-08,4,4,60,6,2,11,45,2018,1
"78",6.964167e-05,1.8105684e-05,0.00041511017,8.2888335e-05,0.0061200745,0.00017595723,0.0001163055,0.29301316,0.26440603,219676,2.5498435e-08,1.1576595e-07,9.026751e-08,1.0232999e-07,2.1745605e-07,1.1512605e-07,4,4,58,6,2,13,16,2018,1
"79",7.07585e-05,1.8293125e-05,0.00041711057,8.3623614e-05,0.00612054,0.00017616936,0.000116187475,0.29195774,0.2641186,221069,1.1967457e-08,8.690303e-08,7.493557e-08,8.4096804e-08,1.7341058e-07,8.931379e-08,4,4,60,6,3,12,29,2018,1
"80",7.079712e-05,1.7345126e-05,0.0004174064,8.326949e-05,0.006124287,0.00017578756,0.000116562194,0.29175442,0.26406324,221340,2.7931467e-08,1.1207729e-07,8.414582e-08,8.569469e-08,1.8472116e-07,9.902647e-08,4,4,60,6,3,17,0,2018,1
"81",7.0311406e-05,1.6671675e-05,0.00041657552,8.332853e-05,0.006124135,0.00017658481,0.00011569407,0.29168,0.264043,221478,1.8441725e-08,1.13480205e-07,9.503848e-08,8.159213e-08,1.7942727e-07,9.783514e-08,4,4,60,6,3,19,18,2018,1
"82",6.997942e-05,1.7021368e-05,0.00041640058,8.22728e-05,0.006104979,0.00017539876,0.00011580267,0.2912305,0.2639206,221726,5.4512586e-09,7.055102e-08,6.5099755e-08,5.9407473e-08,1.3087208e-07,7.146461e-08,4,4,60,6,3,23,26,2018,1
"83",6.932701e-05,1.7110415e-05,0.00041473628,8.323416e-05,0.006094877,0.00017483893,0.00011587486,0.29119533,0.263911,222471,9.412727e-09,8.2817124e-08,7.34044e-08,7.36107e-08,1.5254885e-07,7.893815e-08,4,4,60,6,4,11,51,2018,1
"84",6.830836e-05,1.624678e-05,0.00041819175,8.188108e-05,0.0060819695,0.00017255411,0.00011330314,0.28889102,0.26328355,225911,3.702875e-09,2.790498e-08,2.4202105e-08,3.819215e-08,7.493502e-08,3.6742872e-08,4,0,60,6,6,21,11,2018,1
"85",6.793543e-05,1.7510461e-05,0.00041493677,8.209025e-05,0.006064928,0.00017488556,0.000113984446,0.2910146,0.2638618,241925,7.953488e-09,8.386335e-09,4.3284779e-10,4.834835e-08,4.9961624e-08,1.6132744e-09,0,0,60,6,18,0,5,2018,1
"86",6.830772e-05,2.0722367e-05,0.00041765242,8.32497e-05,0.00610929,0.00017776634,0.000116014926,0.2927905,0.2643454,243938,7.164987e-09,1.8191793e-08,1.1026807e-08,1.6549697e-07,1.9521968e-07,2.9722715e-08,4,0,60,6,19,9,38,2018,1
"87",7.085425e-05,2.3666598e-05,0.00042762375,8.471103e-05,0.006204117,0.00018060574,0.000117767835,0.29556245,0.2651002,246348,4.3961608e-09,1.797456e-08,1.3578401e-08,1.5017096e-07,1.7223874e-07,2.2067777e-08,4,0,59,6,21,1,48,2018,1
"88",7.273254e-05,2.36612e-05,0.00042189902,8.35876e-05,0.0061582094,0.00017783619,0.00011628476,0.2942955,0.2647552,249783,5.632396e-09,1.02560564e-08,4.6236606e-09,2.0375776e-07,2.1721742e-07,1.3459652e-08,0,0,59,6,23,11,3,2018,1
"89",7.052453e-05,2.3475455e-05,0.00041649689,8.393465e-05,0.0061196256,0.00017661961,0.00011652275,0.29279116,0.2643456,251562,9.062325e-09,6.099844e-08,5.1936116e-08,1.7236388e-07,2.3829287e-07,6.592898e-08,4,0,60,6,24,16,42,2018,1
"90",7.002626e-05,2.196252e-05,0.00041593565,8.293342e-05,0.006113559,0.00017535916,0.00011479929,0.29221895,0.26418975,252921,1.8952404e-08,8.689364e-08,6.794124e-08,1.1795614e-07,2.0599663e-07,8.804049e-08,4,0,60,6,25,15,21,2018,1
"91",6.8815265e-05,1.914084e-05,0.00041193631,8.2033184e-05,0.006064483,0.00017420629,0.00011296295,0.29161537,0.2640254,253582,1e-09,1.6942497e-08,2.4490653e-08,8.1089475e-08,1.4807597e-07,6.6986495e-08,4,0,60,6,26,2,22,2018,1
"92",6.8117144e-05,1.8709725e-05,0.00041670783,8.232926e-05,0.0061451253,0.00017673854,0.00011436467,0.29261267,0.26429695,254423,9.399431e-09,4.1277584e-08,3.1878155e-08,5.2401152e-08,1.1029424e-07,5.7893082e-08,4,4,60,6,26,16,23,2018,1
"93",6.833163e-05,1.8667048e-05,0.00041531678,8.343592e-05,0.006135907,0.00017584603,0.00011392693,0.29198015,0.26412475,254631,5.5198783e-09,2.3469985e-08,1.7950105e-08,4.2659995e-08,7.561788e-08,3.295789e-08,4,0,59,6,26,19,51,2018,1
"94",6.811424e-05,1.7908646e-05,0.00041688632,8.315142e-05,0.006129433,0.00017672102,0.000114540715,0.2926482,0.26430666,255393,1.1731704e-09,2.7433012e-08,2.6259842e-08,3.3839274e-08,8.7488694e-08,5.364942e-08,4,4,60,6,27,8,33,2018,1
"95",6.745227e-05,1.6724625e-05,0.00041366238,8.306585e-05,0.0061136857,0.00017530253,0.0001141105,0.29159427,0.26401967,256090,5.4747415e-09,7.461094e-08,6.91362e-08,2.472321e-08,1.0197416e-07,7.725095e-08,4,4,60,6,27,20,10,2018,1
"96",6.6549146e-05,1.6327615e-05,0.00041085554,8.188351e-05,0.006076797,0.00017513603,0.00011442592,0.29113883,0.26389563,256411,1.1250846e-09,5.290975e-08,5.1784667e-08,2.4235327e-08,8.584972e-08,6.1614394e-08,4,4,60,6,28,1,31,2018,1
"97",6.649277e-05,1.5871443e-05,0.00041097726,8.3013874e-05,0.0060902126,0.00017513061,0.000114335126,0.29132456,0.26394624,257163,1.2818821e-08,9.599705e-08,8.317823e-08,2.627438e-08,1.1009596e-07,8.382158e-08,4,4,58,6,28,14,3,2018,1
"98",6.6406006e-05,1.584462e-05,0.0004126552,8.339982e-05,0.0060890387,0.00017497485,0.00011441064,0.29087523,0.26382387,257256,1.589484e-08,9.843082e-08,8.253598e-08,2.5784102e-08,1.0722e-07,8.14359e-08,4,4,60,6,28,15,36,2018,1
